,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
967,,Oman,acaps,2020-03-29,,all domestic flights suspended. *except cargo and once-daily service of Oman Air’s domestic flight between Muscat and Khasab will continue.,,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"US Embassy  (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
968,,Oman,acaps,2020-03-19,,"The suspension of printing, sale, and circulation of all newspapers, magazines, and publications.",,,,,,limited nonessential business closure,,"US Embassy  (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
969,,Pakistan,acaps,2020-02-28,,Closed borders with Iran,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs Italy (Government, http://www.viaggiaresicuri.it/country/PAK",,,,,,
970,,Pakistan,acaps,2020-02-20,,All passengers arriving from China are being followed up by dedicated teams of doctors of NIH. ,,,,,,international traveller screening - risk countries,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13113",,,,,,
971,,Pakistan,acaps,2020-02-24,,,,,,,,risk communication,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13139",,,,,,
972,,Pakistan,acaps,2020-02-24,,Arriving passengers must complete health declaration forms ,,,,,,international traveller screening - risk countries,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13137",,,,,,
973,,Pakistan,acaps,2020-06-03,,All Points of Entry into the country are being manned by health personnel who are busy screening incoming travelers round the clock.,,,,,,international traveller screening - risk countries,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13264",,,,,,
974,,Pakistan,acaps,2020-03-17,,Daily radio talks featuring members of the government to talk about coronavirus ,,,,,,coronavirus education activities,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13330",,,,,,
975,,Pakistan,acaps,2020-03-19,,"“Prevention is better than a cure”. PM Imran Khan invoked that cleanliness is part of their religious responsibility as well, and that people should take is seriously. ",,,,,,coronavirus education activities,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13359",,,,,,
976,,Pakistan,acaps,2020-03-19,,Economic intervention to safeguard national economy from adverse impacts of corona pandemic. This includes actively coordinating for necessary emergency funds to ward off negative impacts on industry. ,,,,,,economic stimulus,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13358",,,,,,
977,,Pakistan,acaps,2020-03-19,,"A Mobile Application (Corona App) will be developed to deal with Coronavirus with the help of technology. The Application will be developed by National Information Technology Board (NITB)… Moreover, public awareness videos, chatbot for public and activity alarm for giving reminder for washing hands, using sanitizer etc. will be made available in application",,,,,,coronavirus education activities,,"Ministry of Information and Broadcasting  (Government, http://pid.gov.pk/site/press_detail/13354",,,,,,
978,,Palau,acaps,2020-10-03,,No entry for people who have been in China or Macau or Hong Kong in the last 14 days.,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - Italy  (Government, http://www.viaggiaresicuri.it/country/PLW",,,,,,
979,,Palau,acaps,2020-03-20,,MOH 24-hour Hotline activated for public inquiries: +680-488-0555. Risk communication efforts sustained by MOH to relay credible and timely information to stakeholders and relevant information to the public and will continue to provide updates as they become available. ,,,,,,risk communication,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
980,,Palau,acaps,2020-03-20,,Belau National Hospital (BNH) now prepared to receive and care for critically ill suspected cases. Alternative Care Site (ACS) is currently being prepared to receive and care for critically ill suspected cases,,,,,,hospital specialisation - partial,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
981,,Palau,acaps,2020-01-23,,"Health screening initiated on Jan. 23, 2020 at Palau International Airport and Malakal seaport to screen all visitors to Palau. All travelers must complete a health declaration form and are subject to health screening.",,,,,,international traveller screening - risk countries,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
982,,Palau,acaps,2020-03-17,,"MOH issued a Certification of an Unavoidable Public Health Emergency for COVID-19 on Mar. 17, 2020, which mandates the scaling-up of clinical and public health response measures, and calls for a whole-of-government, whole-of-society approach to the COVID-19 pandemic threat.",,,,,,state of emergency,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
983,,Palau,acaps,2020-03-17,,"Executive Order 437 signed on Mar. 17, 2020 urging the collaboration of all government agencies in the COVID-19 response and extends existing travel restrictions until April 30, 2020.",,,,,,international travel ban - risk countries,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
984,,Palau,acaps,2020-03-17,,Employees should be encouraged to work from home where possible,,,,,,risk communication,,"Govt of Palau (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
985,,Palau,acaps,2020-03-17,,Non-essential hospital and dr appointments should be rescheduled if possible,,,,,,risk communication,,"Govt of Palau (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
986,,Palau,acaps,2020-02-13,,"Executive Order 436 signed on Feb. 13, 2020 extends existing travel restrictions until Mar. 31 ,2020 - temporary ban of direct flights and cruise ships originating from or transiting through mainland China, Hong Kong, or Macau into Palau, as well as temporary ban of entry of foreign travelers from these areas in the past 14 days.",,,,,,international travel ban - risk countries,,"Palau Ministry of Health (Government, http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf",,,,,,
987,,Palestine,acaps,2020-11-03,,Ramallah: PA a new dedicated Department at major hospital to diagnosis and Treatment of COVID-19,,,,,,hospital specialisation - partial,,"Minstry of Health (Government, http://site.moh.ps/index/ArticleView/ArticleId/4848/Language/ar",,,,,,
988,,Palestine,acaps,2020-03-02,,New Quarantine Center for arrivals at Rafah Crossing,,,,,,hospital specialisation - partial,,"Minstry of Health (Government, http://site.moh.ps/index/ArticleView/ArticleId/4829/Language/ar",,,,,,
989,,Palestine,acaps,2020-07-03,,PA declared state of emergency,,,,,,state of emergency,,"Aljazeera (Media, https://www.aljazeera.com/news/2020/03/bethlehem-lockdown-coronavirus-cases-confirmed-200307054939115.html",,,,,,
990,,Palestine,acaps,2020-07-03,,authorities ban price increases of medical equipment and supplies,,,,,,economic stimulus,,"Anadolu Agency (Media, https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D8%BA%D8%B2%D8%A9-%D8%AA%D8%AA%D8%AE%D8%B0-%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1-%D9%84%D9%85%D9%86%D8%B9-%D8%AF%D8%AE%D9%88%D9%84-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-/1758195",,,,,,
991,,Palestine,acaps,2020-07-03,,Bethlehem in lockdown after cases confirmed ,,,,Bethlehem,,blanket curfew - no symptoms,,"Aljazeera (Media, https://www.aljazeera.com/news/2020/03/bethlehem-lockdown-coronavirus-cases-confirmed-200307054939115.html",,,,,,
992,,Palestine,acaps,2020-03-15,,Hamas shut down all Gaza crossings,,,,,,international travel ban - risk countries,,"Jerusalem Post (Media, https://www.jpost.com/Middle-East/Concerns-grows-over-an-outbreak-of-coronavirus-in-Gaza-621035",,,,,,
993,,Palestine,acaps,2020-03-21,,banned weekly markets and closed wedding halls ,,,,,,limited nonessential business closure,,"Khaleej Times (Media, https://www.khaleejtimes.com/coronavirus-outbreak/covid-19-palestinians-report-first-cases-of-coronavirus-in-gaza-strip",,,,,,
994,,Palestine,acaps,2020-03-22,,Israeli government will release 120 million shekels ($33.5 million) from the tax revenues that it collects on the Palestinian Authority behalf.,,,,west bank,,economic stimulus,,"Al-monitor  (Media, https://www.al-monitor.com/pulse/originals/2020/03/palestine-west-bank-corona-virus-initiatives-solidarity.html",,,,,,
995,,Panama,acaps,2020-03-13,,,,,,,,international traveller screening - risk countries,,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/panama/",,,,,,
996,,Panama,acaps,2020-03-13,,"As of March 13, all cruise ship passengers are banned from disembarking in Panama.  If passengers must disembark, they will be subject to a 14-day quarantine. ",,,,,,international travel ban - risk countries,,"OSAC (Other organisations, https://www.osac.gov/Content/Report/1f758a2c-9a38-4588-ae18-18327a45c016",,,,,,
997,,Panama,acaps,2020-03-16,,"Only Panama nationals and foreign residents will be allowed to enter Panama from 23:59 (local time) on Monday, March 16",,,,,,international travel ban - risk countries,,"GardaWorld (Other organisations, https://www.garda.com/crisis24/news-alerts/323071/panama-authorities-prohibit-all-foreigners-from-entering-the-country-due-to-covid-19-march-16-update-3",,,,,,
998,,Panama,acaps,2020-03-18,,"Effective March 18, the government of Panama has announced there will be an indefinite nationwide curfew between the hours of 9:00 p.m. and 5:00 a.m.",,,,,,blanket curfew - no symptoms,,"US Embassy Panama (Government, https://pa.usembassy.gov/health-alert-u-s-embassy-panama-city-panama-march-19-2020/",,,,,,
999,,Panama,acaps,2020-03-19,,"Authorities have also ordered all shops across the country to close except for supermarkets, pharmacies, and medical centers",,,,,,limited nonessential business closure,,"GardaWorld (Other organisations, https://www.garda.com/crisis24/news-alerts/324801/panama-all-international-flights-suspended-from-march-22-update-4",,,,,,
1000,,Panama,acaps,2020-03-19,,"The Ministry of Health has staff taking the temperature of travelers and they are asking each traveler if they have been to Germany, China, Italy, South Korea, Iran, Spain, or France in the last 30 days.",,,,,,international traveller screening - risk countries,,"US Embassy Panama (Government, https://pa.usembassy.gov/covid-19-information/",,,,,,
1001,,Panama,acaps,2020-01-22,, temperature screenings at airports nationwide and at other points of entry implemented,,,,,,international traveller screening - risk countries,,"GardaWorld (Other organisations, https://www.garda.com/crisis24/news-alerts/307831/panama-temperature-screenings-implemented-at-airports-other-entry-points-january-22",,,,,,
1002,,Panama,acaps,2020-03-20,,"nationwide curfew from 9:00 p.m. to 5:00 a.m.  There are some exemptions:  public services, hospitals, airports/ports, pharmacies, gas stations, supermarkets, food delivery services, the energy sector, and emergency services, among others",,,,,,blanket curfew - no symptoms,,"US Embassy Panama (Government, https://pa.usembassy.gov/covid-19-information/",,,,,,
1003,,Panama,acaps,2020-03-17,,"hygiene articles will be regulated along with food. In support of these supplies, the State will buy US$20 million in meats and grains to complement the national productions.",,,,,,economic stimulus,,"Panama Advisory International Group (Other organisations, https://panamaadvisoryinternationalgroup.com/blog/news-from-panama/panama-declares-national-emergency-covid-19/",,,,,,
1004,,Panama,acaps,2020-03-17,,"Ministry of Economy to defer tax payments for those who avail themselves of such benefits, with the aim of keeping all workers currently hired.",,,,,,economic stimulus,,"Panama Advisory International Group (Other organisations, https://panamaadvisoryinternationalgroup.com/blog/news-from-panama/panama-declares-national-emergency-covid-19/",,,,,,
